id,city,date,time,latitude,longitude,weather,road_condition,severity
152,Kolkata,2023-01-07,07:00:00,28.63053464103225,79.11785079341381,fog,dry,serious
153,Bangalore,2023-01-07,08:00:00,28.399774735100177,75.3565826955756,clear,wet,serious
154,Kolkata,2023-01-07,09:00:00,23.127191982348414,83.4568343956405,cloudy,dry,minor
155,Chennai,2023-01-07,10:00:00,25.590183548871828,81.48464930028344,clear,dry,minor
156,Kolkata,2023-01-07,11:00:00,24.17009256441083,86.15288567337899,rain,dry,minor
157,Bangalore,2023-01-07,12:00:00,22.231215682727544,74.36786679213624,snow,dry,serious
158,Bangalore,2023-01-07,13:00:00,13.648233152123474,84.99209897091686,clear,dry,minor
159,Hyderabad,2023-01-07,14:00:00,20.03075304658731,83.20891691039442,fog,dry,minor
160,Chennai,2023-01-07,15:00:00,23.52910220446183,74.32867389556675,rain,dry,fatal
161,Mumbai,2023-01-07,16:00:00,23.572752660750588,83.54764960496037,cloudy,wet,minor
162,Mumbai,2023-01-07,17:00:00,18.7326496329159,79.52060189318931,clear,dry,fatal
163,Kolkata,2023-01-07,18:00:00,27.772902587862685,87.52525809033791,clear,wet,serious
164,Hyderabad,2023-01-07,19:00:00,15.46097681256482,74.7516204748246,snow,dry,minor
165,Delhi,2023-01-07,20:00:00,20.755715194827413,82.72105091397023,clear,dry,minor
166,Kolkata,2023-01-07,21:00:00,23.785055227158082,78.57348272286085,clear,wet,serious
167,Hyderabad,2023-01-07,22:00:00,23.884459313679766,87.71335326239496,cloudy,dry,minor
168,Chennai,2023-01-07,23:00:00,23.113359412624167,77.7466008351154,clear,dry,serious
169,Chennai,2023-01-08,00:00:00,17.177082593884577,87.79875596091964,cloudy,dry,serious
170,Chennai,2023-01-08,01:00:00,15.28368444211729,86.83362503250191,clear,wet,minor
171,Chennai,2023-01-08,02:00:00,22.911451196544704,76.79909344143944,clear,wet,minor
172,Chennai,2023-01-08,03:00:00,22.32890364661706,85.2763142515402,fog,dry,minor
173,Hyderabad,2023-01-08,04:00:00,15.651760563598932,88.33010680867575,rain,dry,minor
174,Hyderabad,2023-01-08,05:00:00,24.011712414571956,76.51734173452338,rain,wet,minor
175,Bangalore,2023-01-08,06:00:00,20.037234668565137,79.44475699224078,rain,dry,serious
176,Mumbai,2023-01-08,07:00:00,23.41739340649013,80.77087371141148,snow,dry,minor
177,Chennai,2023-01-08,08:00:00,26.114136568345394,77.18940505928144,clear,dry,serious
178,Delhi,2023-01-08,09:00:00,15.49868201437308,72.74271095037187,clear,dry,minor
179,Hyderabad,2023-01-08,10:00:00,13.104403401149703,76.00005498274068,clear,dry,minor
180,Delhi,2023-01-08,11:00:00,25.18773112369301,76.98279646103396,rain,wet,minor
181,Delhi,2023-01-08,12:00:00,22.494189059926594,79.55323525095918,clear,dry,serious
182,Delhi,2023-01-08,13:00:00,23.924269156991734,75.2205294067731,clear,dry,minor
183,Bangalore,2023-01-08,14:00:00,26.126664102319417,86.3847442713976,clear,icy,minor
184,Hyderabad,2023-01-08,15:00:00,25.564693863709557,83.70808701042824,clear,dry,serious
185,Delhi,2023-01-08,16:00:00,28.07863033616831,73.85468759319862,clear,dry,minor
186,Chennai,2023-01-08,17:00:00,21.32136775374868,82.8364699731249,rain,dry,minor
187,Kolkata,2023-01-08,18:00:00,20.567080559292496,82.89313797484937,clear,wet,minor
188,Delhi,2023-01-08,19:00:00,19.19000647826261,87.70391666093369,cloudy,dry,serious
189,Bangalore,2023-01-08,20:00:00,15.243687581222853,72.54803185456296,rain,dry,minor
190,Hyderabad,2023-01-08,21:00:00,21.904455002824157,76.44212595191233,clear,under_construction,minor
191,Bangalore,2023-01-08,22:00:00,17.204499136783063,87.25188452206753,rain,wet,minor
192,Delhi,2023-01-08,23:00:00,27.44878944418631,87.3209292548327,clear,wet,fatal
193,Hyderabad,2023-01-09,00:00:00,22.072733788005852,83.95732406799314,fog,dry,minor
194,Kolkata,2023-01-09,01:00:00,22.22615887007895,84.6756368046559,cloudy,dry,minor
195,Delhi,2023-01-09,02:00:00,18.44330210794446,73.9545790310814,rain,dry,minor
196,Bangalore,2023-01-09,03:00:00,13.626630696445549,80.67062577297392,rain,dry,minor
197,Mumbai,2023-01-09,04:00:00,13.30472586943052,76.18216956149509,clear,wet,serious
198,Chennai,2023-01-09,05:00:00,19.53102879203584,75.38136689345652,clear,dry,minor
199,Bangalore,2023-01-09,06:00:00,14.144589511746082,85.383822456061,cloudy,wet,serious
200,Hyderabad,2023-01-09,07:00:00,22.448866593088212,74.64710637322071,clear,dry,serious
201,Delhi,2023-01-09,08:00:00,26.807470789670553,79.95156102824252,clear,dry,fatal
202,Chennai,2023-01-09,09:00:00,26.838345582647683,87.42339400941793,clear,wet,minor
203,Delhi,2023-01-09,10:00:00,23.278822021102496,75.45472968348895,fog,dry,fatal
204,Hyderabad,2023-01-09,11:00:00,16.158586120419603,88.05009543743793,clear,wet,minor
205,Delhi,2023-01-09,12:00:00,26.521649618606066,88.30917897360084,cloudy,under_construction,serious
206,Mumbai,2023-01-09,13:00:00,26.888885621480007,81.33431275945021,clear,dry,minor
207,Chennai,2023-01-09,14:00:00,15.926792000752044,75.20526956881682,clear,dry,serious
208,Chennai,2023-01-09,15:00:00,24.525074763753768,77.52606771826024,fog,dry,minor
209,Hyderabad,2023-01-09,16:00:00,17.355660827941257,79.24943603955691,clear,wet,serious
210,Mumbai,2023-01-09,17:00:00,25.561980966411582,77.41825516729574,rain,dry,fatal
211,Bangalore,2023-01-09,18:00:00,28.65608260846728,76.9621057200366,clear,wet,serious
212,Delhi,2023-01-09,19:00:00,13.277413484737346,87.9584523765401,clear,dry,serious
213,Kolkata,2023-01-09,20:00:00,27.068117266075816,74.93850075591035,clear,wet,minor
214,Delhi,2023-01-09,21:00:00,22.699825484218664,84.15991374859811,cloudy,wet,minor
215,Delhi,2023-01-09,22:00:00,28.276783644720656,72.50652360208288,rain,dry,fatal
216,Bangalore,2023-01-09,23:00:00,20.1936513286702,81.9793044434978,fog,dry,minor
217,Delhi,2023-01-10,00:00:00,26.27346809608484,87.06349376286944,clear,dry,minor
218,Mumbai,2023-01-10,01:00:00,13.792065690712608,77.07815209608218,rain,dry,minor
219,Mumbai,2023-01-10,02:00:00,18.130936896244904,75.44986300659774,clear,dry,minor
220,Chennai,2023-01-10,03:00:00,13.86556295024424,82.86170873856699,cloudy,dry,minor
221,Hyderabad,2023-01-10,04:00:00,28.30795582231722,83.83036237604446,fog,icy,minor
222,Kolkata,2023-01-10,05:00:00,25.789885125622206,83.4396852513365,fog,icy,minor
223,Delhi,2023-01-10,06:00:00,26.355503997810928,77.57713839233985,clear,wet,minor
224,Delhi,2023-01-10,07:00:00,27.71364717979892,76.51001819433336,rain,dry,minor
225,Bangalore,2023-01-10,08:00:00,14.153145429304587,87.69910891939651,clear,wet,minor
226,Hyderabad,2023-01-10,09:00:00,18.931001720962,87.18046218149189,cloudy,dry,minor
227,Mumbai,2023-01-10,10:00:00,13.929454735799634,79.77133409729585,clear,dry,minor
228,Kolkata,2023-01-10,11:00:00,16.151610314645456,85.95448247185455,clear,dry,fatal
229,Chennai,2023-01-10,12:00:00,16.44691585489899,79.69194329438531,clear,dry,minor
230,Mumbai,2023-01-10,13:00:00,20.2588046556565,79.24778538735292,clear,dry,serious
231,Hyderabad,2023-01-10,14:00:00,17.07013846251292,74.99253086682879,clear,dry,fatal
232,Chennai,2023-01-10,15:00:00,14.405551898402402,79.27985629822237,cloudy,under_construction,minor
233,Bangalore,2023-01-10,16:00:00,15.463108316596312,81.04492932373694,rain,dry,minor
234,Bangalore,2023-01-10,17:00:00,15.141681460478246,72.85781880611611,cloudy,icy,minor
235,Delhi,2023-01-10,18:00:00,28.27192108680554,79.56139678228897,snow,dry,minor
236,Hyderabad,2023-01-10,19:00:00,24.87275086000373,84.92356387248368,clear,dry,minor
237,Kolkata,2023-01-10,20:00:00,28.187407297786034,83.3127322963509,rain,dry,minor
238,Chennai,2023-01-10,21:00:00,19.791873735475747,82.59899612293657,clear,wet,minor
239,Mumbai,2023-01-10,22:00:00,17.22605885843624,86.96193131215152,cloudy,dry,minor
240,Hyderabad,2023-01-10,23:00:00,25.492861835626066,72.78670895622116,clear,dry,fatal
241,Hyderabad,2023-01-11,00:00:00,17.987437296854235,81.35705662045653,clear,dry,minor
242,Bangalore,2023-01-11,01:00:00,17.560195641915037,85.01884668971435,clear,dry,fatal
243,Delhi,2023-01-11,02:00:00,16.496845276104516,81.10723258495015,clear,wet,minor
244,Delhi,2023-01-11,03:00:00,14.861895753765342,77.64993928602803,clear,dry,minor
245,Chennai,2023-01-11,04:00:00,16.87776267016658,74.66638398496245,clear,dry,minor
246,Bangalore,2023-01-11,05:00:00,18.449584000734816,86.61225284187745,fog,wet,fatal
247,Hyderabad,2023-01-11,06:00:00,23.516507909517113,79.98512203896288,snow,dry,minor
248,Kolkata,2023-01-11,07:00:00,13.794780991289281,86.46203163207265,clear,wet,minor
249,Bangalore,2023-01-11,08:00:00,16.147060340678955,81.81504874668738,clear,wet,serious
250,Chennai,2023-01-11,09:00:00,25.663475880637655,83.21965465417851,cloudy,under_construction,minor
251,Chennai,2023-01-11,10:00:00,15.136058584981956,85.28775235461737,clear,dry,minor
252,Bangalore,2023-01-11,11:00:00,18.24805782970809,82.98057315914214,cloudy,wet,fatal
253,Chennai,2023-01-11,12:00:00,26.548076857544427,78.82907196679511,clear,dry,serious
254,Bangalore,2023-01-11,13:00:00,15.263312447180738,80.66677080446556,rain,wet,minor
255,Mumbai,2023-01-11,14:00:00,14.11551568632922,85.2684238423465,rain,dry,minor
256,Bangalore,2023-01-11,15:00:00,20.504154121772174,78.44103971233045,rain,dry,fatal
257,Bangalore,2023-01-11,16:00:00,17.60847022932873,78.6711311626191,cloudy,wet,fatal
258,Chennai,2023-01-11,17:00:00,21.758192995293278,74.02147284532222,clear,dry,minor
259,Chennai,2023-01-11,18:00:00,25.580497758687255,87.0418925200258,clear,wet,serious
260,Delhi,2023-01-11,19:00:00,14.980660961628617,73.94747740763252,rain,wet,minor
261,Delhi,2023-01-11,20:00:00,22.03311544441313,82.80652592143204,snow,dry,minor
262,Mumbai,2023-01-11,21:00:00,20.837589290198835,79.06979221296449,clear,dry,minor
263,Delhi,2023-01-11,22:00:00,15.090852697609874,78.94934830506153,snow,dry,minor
264,Bangalore,2023-01-11,23:00:00,22.72157591991082,83.30487420150568,clear,under_construction,minor
265,Chennai,2023-01-12,00:00:00,17.15088264398627,73.56679034881508,clear,dry,minor
266,Delhi,2023-01-12,01:00:00,20.5565656648498,81.93992194892782,fog,dry,minor
267,Delhi,2023-01-12,02:00:00,14.108129956005284,84.77530539696045,clear,wet,minor
268,Mumbai,2023-01-12,03:00:00,20.107386509696607,85.66858285039686,rain,icy,minor
269,Hyderabad,2023-01-12,04:00:00,17.672769141880842,75.21143319136102,clear,wet,fatal
270,Mumbai,2023-01-12,05:00:00,25.875861257847134,86.76896289624297,clear,wet,serious
271,Bangalore,2023-01-12,06:00:00,13.705961759258157,82.93272286037434,rain,dry,minor
272,Chennai,2023-01-12,07:00:00,19.455855671201448,86.52149133304886,rain,dry,fatal
273,Mumbai,2023-01-12,08:00:00,20.089059643689865,80.21596340205215,clear,dry,minor
274,Delhi,2023-01-12,09:00:00,24.32759661315599,81.11833018704552,clear,wet,minor
275,Chennai,2023-01-12,10:00:00,21.931172443934354,87.11270860475588,clear,wet,fatal
276,Chennai,2023-01-12,11:00:00,23.40867616138748,86.80856173933928,clear,wet,minor
277,Delhi,2023-01-12,12:00:00,25.155083641862923,79.62575788656713,cloudy,wet,minor
278,Mumbai,2023-01-12,13:00:00,26.509027281165203,76.86316084300734,cloudy,dry,minor
279,Delhi,2023-01-12,14:00:00,17.79062039788728,78.7514099095718,clear,dry,minor
280,Hyderabad,2023-01-12,15:00:00,21.35456101528606,78.66545282362303,clear,dry,minor
281,Chennai,2023-01-12,16:00:00,26.157718447183278,77.06118331222643,cloudy,dry,fatal
282,Kolkata,2023-01-12,17:00:00,28.532272982344395,76.77041570889418,rain,wet,minor
283,Kolkata,2023-01-12,18:00:00,26.943357045595832,86.19090069002755,rain,dry,fatal
284,Bangalore,2023-01-12,19:00:00,18.706329475727593,73.61080453888611,fog,wet,fatal
285,Delhi,2023-01-12,20:00:00,15.903147623776542,83.27401779538354,clear,wet,minor
286,Delhi,2023-01-12,21:00:00,20.58134134476476,75.24783881815759,clear,dry,minor
287,Bangalore,2023-01-12,22:00:00,24.592099084193073,77.9776437049656,cloudy,dry,minor
288,Bangalore,2023-01-12,23:00:00,20.631848224977432,73.4785342427439,rain,dry,minor
289,Bangalore,2023-01-13,00:00:00,20.48257572668733,76.79258082600185,clear,dry,minor
290,Chennai,2023-01-13,01:00:00,26.12786369520063,84.71789503076415,clear,wet,fatal
291,Hyderabad,2023-01-13,02:00:00,18.54632008716826,86.57174366030142,clear,dry,serious
292,Delhi,2023-01-13,03:00:00,26.470735329505167,76.02228171524764,fog,wet,minor
293,Chennai,2023-01-13,04:00:00,19.268196335132405,79.87041064421686,clear,wet,minor
294,Bangalore,2023-01-13,05:00:00,18.018906380285596,79.97815236220158,clear,dry,minor
295,Delhi,2023-01-13,06:00:00,20.018439588075214,86.38984736157978,cloudy,wet,minor
296,Chennai,2023-01-13,07:00:00,24.922906642930407,84.6285049407253,clear,wet,fatal
297,Hyderabad,2023-01-13,08:00:00,14.80343224303751,80.65792777205199,clear,wet,serious
298,Chennai,2023-01-13,09:00:00,15.923065532365076,83.1648804875012,clear,dry,minor
299,Hyderabad,2023-01-13,10:00:00,27.927972728043162,85.97294535715893,clear,dry,minor
300,Bangalore,2023-01-13,11:00:00,15.590316875363582,72.65166936900617,clear,dry,minor
301,Hyderabad,2023-01-13,12:00:00,21.826864355103766,78.90595149369578,cloudy,dry,minor
